Series Name,Series Code,Country Name,Country Code,2014 [YR2014]
"Population, total",SP.POP.TOTL,Afghanistan,AFG,32758020
"Population, total",SP.POP.TOTL,Albania,ALB,2889104
"Population, total",SP.POP.TOTL,Algeria,DZA,39113313
"Population, total",SP.POP.TOTL,American Samoa,ASM,55437
"Population, total",SP.POP.TOTL,Andorra,AND,79223
"Population, total",SP.POP.TOTL,Angola,AGO,26920466
"Population, total",SP.POP.TOTL,Antigua and Barbuda,ATG,98875
"Population, total",SP.POP.TOTL,Argentina,ARG,42981515
"Population, total",SP.POP.TOTL,Armenia,ARM,2906220
"Population, total",SP.POP.TOTL,Aruba,ABW,103795
"Population, total",SP.POP.TOTL,Australia,AUS,23460694
"Population, total",SP.POP.TOTL,Austria,AUT,8541575
"Population, total",SP.POP.TOTL,Azerbaijan,AZE,9535079
"Population, total",SP.POP.TOTL,"Bahamas, The",BHS,382169
"Population, total",SP.POP.TOTL,Bahrain,BHR,1336397
"Population, total",SP.POP.TOTL,Bangladesh,BGD,159405279
"Population, total",SP.POP.TOTL,Barbados,BRB,283385
"Population, total",SP.POP.TOTL,Belarus,BLR,9474511
"Population, total",SP.POP.TOTL,Belgium,BEL,11209057
"Population, total",SP.POP.TOTL,Belize,BLZ,351694
"Population, total",SP.POP.TOTL,Benin,BEN,10286712
"Population, total",SP.POP.TOTL,Bermuda,BMU,65139
"Population, total",SP.POP.TOTL,Bhutan,BTN,776448
"Population, total",SP.POP.TOTL,Bolivia,BOL,10562159
"Population, total",SP.POP.TOTL,Bosnia and Herzegovina,BIH,3566002
"Population, total",SP.POP.TOTL,Botswana,BWA,2168573
"Population, total",SP.POP.TOTL,Brazil,BRA,204213133
"Population, total",SP.POP.TOTL,British Virgin Islands,VGB,29588
"Population, total",SP.POP.TOTL,Brunei Darussalam,BRN,411704
"Population, total",SP.POP.TOTL,Bulgaria,BGR,7223938
"Population, total",SP.POP.TOTL,Burkina Faso,BFA,17585977
"Population, total",SP.POP.TOTL,Burundi,BDI,9891790
"Population, total",SP.POP.TOTL,Cabo Verde,CPV,526437
"Population, total",SP.POP.TOTL,Cambodia,KHM,15270790
"Population, total",SP.POP.TOTL,Cameroon,CMR,22239904
"Population, total",SP.POP.TOTL,Canada,CAN,35544564
"Population, total",SP.POP.TOTL,Cayman Islands,CYM,59172
"Population, total",SP.POP.TOTL,Central African Republic,CAF,4515392
"Population, total",SP.POP.TOTL,Chad,TCD,13569438
"Population, total",SP.POP.TOTL,Channel Islands,CHI,162969
"Population, total",SP.POP.TOTL,Chile,CHL,17613798
"Population, total",SP.POP.TOTL,China,CHN,1364270000
"Population, total",SP.POP.TOTL,Colombia,COL,47791911
"Population, total",SP.POP.TOTL,Comoros,COM,759385
"Population, total",SP.POP.TOTL,"Congo, Dem. Rep.",COD,73722860
"Population, total",SP.POP.TOTL,"Congo, Rep.",COG,4871101
"Population, total",SP.POP.TOTL,Costa Rica,CRI,4757575
"Population, total",SP.POP.TOTL,Cote d'Ivoire,CIV,22531350
"Population, total",SP.POP.TOTL,Croatia,HRV,4238389
"Population, total",SP.POP.TOTL,Cuba,CUB,11439767
"Population, total",SP.POP.TOTL,Curacao,CUW,155909
"Population, total",SP.POP.TOTL,Cyprus,CYP,1152309
"Population, total",SP.POP.TOTL,Czech Republic,CZE,10525347
"Population, total",SP.POP.TOTL,Denmark,DNK,5643475
"Population, total",SP.POP.TOTL,Djibouti,DJI,912164
"Population, total",SP.POP.TOTL,Dominica,DMA,72778
"Population, total",SP.POP.TOTL,Dominican Republic,DOM,10405844
"Population, total",SP.POP.TOTL,Ecuador,ECU,15903112
"Population, total",SP.POP.TOTL,"Egypt, Arab Rep.",EGY,91812566
"Population, total",SP.POP.TOTL,El Salvador,SLV,6281189
"Population, total",SP.POP.TOTL,Equatorial Guinea,GNQ,1129424
"Population, total",SP.POP.TOTL,Eritrea,ERI,..
"Population, total",SP.POP.TOTL,Estonia,EST,1314545
"Population, total",SP.POP.TOTL,Ethiopia,ETH,97366774
"Population, total",SP.POP.TOTL,Faroe Islands,FRO,48842
"Population, total",SP.POP.TOTL,Fiji,FJI,885806
"Population, total",SP.POP.TOTL,Finland,FIN,5461512
"Population, total",SP.POP.TOTL,France,FRA,66331957
"Population, total",SP.POP.TOTL,French Polynesia,PYF,275484
"Population, total",SP.POP.TOTL,Gabon,GAB,1875713
"Population, total",SP.POP.TOTL,"Gambia, The",GMB,1917852
"Population, total",SP.POP.TOTL,Georgia,GEO,3727000
"Population, total",SP.POP.TOTL,Germany,DEU,80982500
"Population, total",SP.POP.TOTL,Ghana,GHA,26962563
"Population, total",SP.POP.TOTL,Gibraltar,GIB,34038
"Population, total",SP.POP.TOTL,Greece,GRC,10892413
"Population, total",SP.POP.TOTL,Greenland,GRL,56295
"Population, total",SP.POP.TOTL,Grenada,GRD,106360
"Population, total",SP.POP.TOTL,Guam,GUM,160967
"Population, total",SP.POP.TOTL,Guatemala,GTM,15923559
"Population, total",SP.POP.TOTL,Guinea,GIN,11805509
"Population, total",SP.POP.TOTL,Guinea-Bissau,GNB,1725744
"Population, total",SP.POP.TOTL,Guyana,GUY,763393
"Population, total",SP.POP.TOTL,Haiti,HTI,10572466
"Population, total",SP.POP.TOTL,Honduras,HND,8809216
"Population, total",SP.POP.TOTL,"Hong Kong SAR, China",HKG,7241700
"Population, total",SP.POP.TOTL,Hungary,HUN,9866468
"Population, total",SP.POP.TOTL,Iceland,ISL,327386
"Population, total",SP.POP.TOTL,India,IND,1293859294
"Population, total",SP.POP.TOTL,Indonesia,IDN,255131116
"Population, total",SP.POP.TOTL,"Iran, Islamic Rep.",IRN,78411092
"Population, total",SP.POP.TOTL,Iraq,IRQ,35006080
"Population, total",SP.POP.TOTL,Ireland,IRL,4617225
"Population, total",SP.POP.TOTL,Isle of Man,IMN,82590
"Population, total",SP.POP.TOTL,Israel,ISR,8215700
"Population, total",SP.POP.TOTL,Italy,ITA,60789140
"Population, total",SP.POP.TOTL,Jamaica,JAM,2862087
"Population, total",SP.POP.TOTL,Japan,JPN,127276000
"Population, total",SP.POP.TOTL,Jordan,JOR,8809306
"Population, total",SP.POP.TOTL,Kazakhstan,KAZ,17289224
"Population, total",SP.POP.TOTL,Kenya,KEN,46024250
"Population, total",SP.POP.TOTL,Kiribati,KIR,110458
"Population, total",SP.POP.TOTL,"Korea, Dem. People’s Rep.",PRK,25116363
"Population, total",SP.POP.TOTL,"Korea, Rep.",KOR,50746659
"Population, total",SP.POP.TOTL,Kosovo,XKX,1821800
"Population, total",SP.POP.TOTL,Kuwait,KWT,3782450
"Population, total",SP.POP.TOTL,Kyrgyz Republic,KGZ,5835500
"Population, total",SP.POP.TOTL,Lao PDR,LAO,6576397
"Population, total",SP.POP.TOTL,Latvia,LVA,1993782
"Population, total",SP.POP.TOTL,Lebanon,LBN,5603279
"Population, total",SP.POP.TOTL,Lesotho,LSO,2145785
"Population, total",SP.POP.TOTL,Liberia,LBR,4390737
"Population, total",SP.POP.TOTL,Libya,LBY,6204108
"Population, total",SP.POP.TOTL,Liechtenstein,LIE,37127
"Population, total",SP.POP.TOTL,Lithuania,LTU,2932367
"Population, total",SP.POP.TOTL,Luxembourg,LUX,556319
"Population, total",SP.POP.TOTL,"Macao SAR, China",MAC,588781
"Population, total",SP.POP.TOTL,"Macedonia, FYR",MKD,2077495
"Population, total",SP.POP.TOTL,Madagascar,MDG,23589801
"Population, total",SP.POP.TOTL,Malawi,MWI,17068838
"Population, total",SP.POP.TOTL,Malaysia,MYS,30228017
"Population, total",SP.POP.TOTL,Maldives,MDV,401000
"Population, total",SP.POP.TOTL,Mali,MLI,16962846
"Population, total",SP.POP.TOTL,Malta,MLT,427364
"Population, total",SP.POP.TOTL,Marshall Islands,MHL,52898
"Population, total",SP.POP.TOTL,Mauritania,MRT,4063920
"Population, total",SP.POP.TOTL,Mauritius,MUS,1260934
"Population, total",SP.POP.TOTL,Mexico,MEX,124221600
"Population, total",SP.POP.TOTL,"Micronesia, Fed. Sts.",FSM,104015
"Population, total",SP.POP.TOTL,Moldova,MDA,3556397
"Population, total",SP.POP.TOTL,Monaco,MCO,38132
"Population, total",SP.POP.TOTL,Mongolia,MNG,2923896
"Population, total",SP.POP.TOTL,Montenegro,MNE,621810
"Population, total",SP.POP.TOTL,Morocco,MAR,34318082
"Population, total",SP.POP.TOTL,Mozambique,MOZ,27212382
"Population, total",SP.POP.TOTL,Myanmar,MMR,51924182
"Population, total",SP.POP.TOTL,Namibia,NAM,2370992
"Population, total",SP.POP.TOTL,Nauru,NRU,11853
"Population, total",SP.POP.TOTL,Nepal,NPL,28323241
"Population, total",SP.POP.TOTL,Netherlands,NLD,16865008
"Population, total",SP.POP.TOTL,New Caledonia,NCL,268000
"Population, total",SP.POP.TOTL,New Zealand,NZL,4509700
"Population, total",SP.POP.TOTL,Nicaragua,NIC,6013997
"Population, total",SP.POP.TOTL,Niger,NER,19148219
"Population, total",SP.POP.TOTL,Nigeria,NGA,176460502
"Population, total",SP.POP.TOTL,Northern Mariana Islands,MNP,54468
"Population, total",SP.POP.TOTL,Norway,NOR,5137232
"Population, total",SP.POP.TOTL,Oman,OMN,3960925
"Population, total",SP.POP.TOTL,Pakistan,PAK,185546257
"Population, total",SP.POP.TOTL,Palau,PLW,21094
"Population, total",SP.POP.TOTL,Panama,PAN,3903986
"Population, total",SP.POP.TOTL,Papua New Guinea,PNG,7755785
"Population, total",SP.POP.TOTL,Paraguay,PRY,6552584
"Population, total",SP.POP.TOTL,Peru,PER,30973354
"Population, total",SP.POP.TOTL,Philippines,PHL,100102249
"Population, total",SP.POP.TOTL,Poland,POL,38011735
"Population, total",SP.POP.TOTL,Portugal,PRT,10401062
"Population, total",SP.POP.TOTL,Puerto Rico,PRI,3534874
"Population, total",SP.POP.TOTL,Qatar,QAT,2374419
"Population, total",SP.POP.TOTL,Romania,ROU,19908979
"Population, total",SP.POP.TOTL,Russian Federation,RUS,143819666
"Population, total",SP.POP.TOTL,Rwanda,RWA,11345357
"Population, total",SP.POP.TOTL,Samoa,WSM,192290
"Population, total",SP.POP.TOTL,San Marino,SMR,32657
"Population, total",SP.POP.TOTL,Sao Tome and Principe,STP,191266
"Population, total",SP.POP.TOTL,Saudi Arabia,SAU,30776722
"Population, total",SP.POP.TOTL,Senegal,SEN,14546111
"Population, total",SP.POP.TOTL,Serbia,SRB,7130576
"Population, total",SP.POP.TOTL,Seychelles,SYC,91359
"Population, total",SP.POP.TOTL,Sierra Leone,SLE,7079162
"Population, total",SP.POP.TOTL,Singapore,SGP,5469724
"Population, total",SP.POP.TOTL,Sint Maarten (Dutch part),SXM,37685
"Population, total",SP.POP.TOTL,Slovak Republic,SVK,5418649
"Population, total",SP.POP.TOTL,Slovenia,SVN,2061980
"Population, total",SP.POP.TOTL,Solomon Islands,SLB,575504
"Population, total",SP.POP.TOTL,Somalia,SOM,13513125
"Population, total",SP.POP.TOTL,South Africa,ZAF,54146734.739162
"Population, total",SP.POP.TOTL,South Sudan,SSD,11530971
"Population, total",SP.POP.TOTL,Spain,ESP,46480882
"Population, total",SP.POP.TOTL,Sri Lanka,LKA,20771000
"Population, total",SP.POP.TOTL,St. Kitts and Nevis,KNA,53739
"Population, total",SP.POP.TOTL,St. Lucia,LCA,176421
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,31530
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,109357
"Population, total",SP.POP.TOTL,Sudan,SDN,37737913
"Population, total",SP.POP.TOTL,Suriname,SUR,547928
"Population, total",SP.POP.TOTL,Swaziland,SWZ,1295097
"Population, total",SP.POP.TOTL,Sweden,SWE,9696110
"Population, total",SP.POP.TOTL,Switzerland,CHE,8188649
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,19203090
"Population, total",SP.POP.TOTL,Tajikistan,TJK,8362745
"Population, total",SP.POP.TOTL,Tanzania,TZA,52234869
"Population, total",SP.POP.TOTL,Thailand,THA,68416772
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,1212814
"Population, total",SP.POP.TOTL,Togo,TGO,7228915
"Population, total",SP.POP.TOTL,Tonga,TON,105782
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1354493
"Population, total",SP.POP.TOTL,Tunisia,TUN,11143908
"Population, total",SP.POP.TOTL,Turkey,TUR,77030628
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,5466241
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,33739
"Population, total",SP.POP.TOTL,Tuvalu,TUV,10908
"Population, total",SP.POP.TOTL,Uganda,UGA,38833338
"Population, total",SP.POP.TOTL,Ukraine,UKR,45271947
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,9070867
"Population, total",SP.POP.TOTL,United Kingdom,GBR,64613160
"Population, total",SP.POP.TOTL,United States,USA,318563456
"Population, total",SP.POP.TOTL,Uruguay,URY,3419546
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,30757700
"Population, total",SP.POP.TOTL,Vanuatu,VUT,258850
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,30738378
"Population, total",SP.POP.TOTL,Vietnam,VNM,90728900
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,104170
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,4294682
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,26246327
"Population, total",SP.POP.TOTL,Zambia,ZMB,15620974
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,15411675
Population growth (annual %),SP.POP.GROW,Afghanistan,AFG,3.18320145523634
Population growth (annual %),SP.POP.GROW,Albania,ALB,-0.207046999760594
Population growth (annual %),SP.POP.GROW,Algeria,DZA,2.00066645791365
Population growth (annual %),SP.POP.GROW,American Samoa,ASM,0.234775806748866
Population growth (annual %),SP.POP.GROW,Andorra,AND,-1.95617789444492
Population growth (annual %),SP.POP.GROW,Angola,AGO,3.48541253470949
Population growth (annual %),SP.POP.GROW,Antigua and Barbuda,ATG,1.06864803793939
Population growth (annual %),SP.POP.GROW,Argentina,ARG,1.03270928221435
Population growth (annual %),SP.POP.GROW,Armenia,ARM,0.438331527278028
Population growth (annual %),SP.POP.GROW,Aruba,ABW,0.587492389430341
Population growth (annual %),SP.POP.GROW,Australia,AUS,1.47428774251096
Population growth (annual %),SP.POP.GROW,Austria,AUT,0.730867276812437
Population growth (annual %),SP.POP.GROW,Azerbaijan,AZE,1.24820899735588
Population growth (annual %),SP.POP.GROW,"Bahamas, The",BHS,1.29813294741223
Population growth (annual %),SP.POP.GROW,Bahrain,BHR,1.58280223356287
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,1.15718802793056
Population growth (annual %),SP.POP.GROW,Barbados,BRB,0.309598864704529
Population growth (annual %),SP.POP.GROW,Belarus,BLR,0.0899025577714443
Population growth (annual %),SP.POP.GROW,Belgium,BEL,0.234370843738166
Population growth (annual %),SP.POP.GROW,Belize,BLZ,2.15937975511087
Population growth (annual %),SP.POP.GROW,Benin,BEN,2.78228712901218
Population growth (annual %),SP.POP.GROW,Bermuda,BMU,0.21230442608573
Population growth (annual %),SP.POP.GROW,Bhutan,BTN,1.49048210511718
Population growth (annual %),SP.POP.GROW,Bolivia,BOL,1.54465176979555
Population growth (annual %),SP.POP.GROW,Bosnia and Herzegovina,BIH,-1.08764130510763
Population growth (annual %),SP.POP.GROW,Botswana,BWA,1.86485525679638
Population growth (annual %),SP.POP.GROW,Brazil,BRA,0.887563333488748
Population growth (annual %),SP.POP.GROW,British Virgin Islands,VGB,1.81438713067385
Population growth (annual %),SP.POP.GROW,Brunei Darussalam,BRN,1.46512370980213
Population growth (annual %),SP.POP.GROW,Bulgaria,BGR,-0.568389264052903
Population growth (annual %),SP.POP.GROW,Burkina Faso,BFA,2.96197793879113
Population growth (annual %),SP.POP.GROW,Burundi,BDI,2.99226468715451
Population growth (annual %),SP.POP.GROW,Cabo Verde,CPV,1.2099029339253
Population growth (annual %),SP.POP.GROW,Cambodia,KHM,1.63799953482268
Population growth (annual %),SP.POP.GROW,Cameroon,CMR,2.66187609259836
Population growth (annual %),SP.POP.GROW,Canada,CAN,1.10075486952876
Population growth (annual %),SP.POP.GROW,Cayman Islands,CYM,1.36292658726405
Population growth (annual %),SP.POP.GROW,Central African Republic,CAF,0.349172211364049
Population growth (annual %),SP.POP.GROW,Chad,TCD,3.26470636520054
Population growth (annual %),SP.POP.GROW,Channel Islands,CHI,0.485316915399181
Population growth (annual %),SP.POP.GROW,Chile,CHL,0.859924596072624
Population growth (annual %),SP.POP.GROW,China,CHN,0.506311591779847
Population growth (annual %),SP.POP.GROW,Colombia,COL,0.943782712812734
Population growth (annual %),SP.POP.GROW,Comoros,COM,2.38337335884995
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",COD,3.31917585896345
Population growth (annual %),SP.POP.GROW,"Congo, Rep.",COG,2.48821513602493
Population growth (annual %),SP.POP.GROW,Costa Rica,CRI,1.08145876014323
Population growth (annual %),SP.POP.GROW,Cote d'Ivoire,CIV,2.53976657207964
Population growth (annual %),SP.POP.GROW,Croatia,HRV,-0.407343184777633
Population growth (annual %),SP.POP.GROW,Cuba,CUB,0.24155516482978
Population growth (annual %),SP.POP.GROW,Curacao,CUW,1.34764139563651
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,0.732777573913945
Population growth (annual %),SP.POP.GROW,Czech Republic,CZE,0.105277581527518
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.507053283010163
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,1.7111823002921
Population growth (annual %),SP.POP.GROW,Dominica,DMA,0.520741233781453
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,1.20412492848268
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,1.53063409440029
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,2.20814280790223
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,0.485351774818735
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,4.12842100344897
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,..
Population growth (annual %),SP.POP.GROW,Estonia,EST,-0.262256175097854
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,2.57906830567915
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,0.194694135627489
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.689997362346706
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.413560207519414
Population growth (annual %),SP.POP.GROW,France,FRA,0.503871197237277
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,0.712555745989082
Population growth (annual %),SP.POP.GROW,Gabon,GAB,3.1652928567747
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,3.0992828967515
Population growth (annual %),SP.POP.GROW,Georgia,GEO,-1.30616277861329
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.416877359168292
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.31233604659415
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,0.610000565422472
Population growth (annual %),SP.POP.GROW,Greece,GRC,-0.666113290031891
Population growth (annual %),SP.POP.GROW,Greenland,GRL,-0.333398666658893
Population growth (annual %),SP.POP.GROW,Grenada,GRD,0.424933154285576
Population growth (annual %),SP.POP.GROW,Guam,GUM,0.368455209555819
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,2.07715182146065
Population growth (annual %),SP.POP.GROW,Guinea,GIN,2.3040396436434
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.5974983187932
Population growth (annual %),SP.POP.GROW,Guyana,GUY,0.698273067269946
Population growth (annual %),SP.POP.GROW,Haiti,HTI,1.33965419079303
Population growth (annual %),SP.POP.GROW,Honduras,HND,1.73395300173024
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.751257934122812
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-0.269378767165116
Population growth (annual %),SP.POP.GROW,Iceland,ISL,1.11250475522796
Population growth (annual %),SP.POP.GROW,India,IND,1.18932821143382
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,1.22204863107965
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,1.25215631871941
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,3.2604067585994
Population growth (annual %),SP.POP.GROW,Ireland,IRL,0.410851014020406
Population growth (annual %),SP.POP.GROW,Isle of Man,IMN,0.701083653860315
Population growth (annual %),SP.POP.GROW,Israel,ISR,1.91954379859591
Population growth (annual %),SP.POP.GROW,Italy,ITA,0.917504095962437
Population growth (annual %),SP.POP.GROW,Jamaica,JAM,0.35982505421381
Population growth (annual %),SP.POP.GROW,Japan,JPN,-0.132694222147042
Population growth (annual %),SP.POP.GROW,Jordan,JOR,4.59753829372987
Population growth (annual %),SP.POP.GROW,Kazakhstan,KAZ,1.47972230364957
Population growth (annual %),SP.POP.GROW,Kenya,KEN,2.6361163551476
Population growth (annual %),SP.POP.GROW,Kiribati,KIR,1.75626565996421
Population growth (annual %),SP.POP.GROW,"Korea, Dem. People’s Rep.",PRK,0.520483861451136
Population growth (annual %),SP.POP.GROW,"Korea, Rep.",KOR,0.628149861433639
Population growth (annual %),SP.POP.GROW,Kosovo,XKX,-0.126169138215933
Population growth (annual %),SP.POP.GROW,Kuwait,KWT,4.98868141274667
Population growth (annual %),SP.POP.GROW,Kyrgyz Republic,KGZ,2.0061078993716
Population growth (annual %),SP.POP.GROW,Lao PDR,LAO,1.25225854939908
Population growth (annual %),SP.POP.GROW,Latvia,LVA,-0.941743354234222
Population growth (annual %),SP.POP.GROW,Lebanon,LBN,6.01643946001496
Population growth (annual %),SP.POP.GROW,Lesotho,LSO,1.33349508542395
Population growth (annual %),SP.POP.GROW,Liberia,LBR,2.40753043252977
Population growth (annual %),SP.POP.GROW,Libya,LBY,0.131257257710439
Population growth (annual %),SP.POP.GROW,Liechtenstein,LIE,0.79231360522745
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,-0.859827343070249
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,2.35697870484045
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,2.22227169495604
Population growth (annual %),SP.POP.GROW,"Macedonia, FYR",MKD,0.084560614915291
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,2.70109745083855
Population growth (annual %),SP.POP.GROW,Malawi,MWI,2.92294017355582
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,1.73957920597507
Population growth (annual %),SP.POP.GROW,Maldives,MDV,2.01518154373079
Population growth (annual %),SP.POP.GROW,Mali,MLI,2.90103100869125
Population growth (annual %),SP.POP.GROW,Malta,MLT,0.938015994528932
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,0.198692480048187
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.94025367689978
Population growth (annual %),SP.POP.GROW,Mauritius,MUS,0.181061469451535
Population growth (annual %),SP.POP.GROW,Mexico,MEX,1.36624560463928
Population growth (annual %),SP.POP.GROW,"Micronesia, Fed. Sts.",FSM,0.301371805775894
Population growth (annual %),SP.POP.GROW,Moldova,MDA,-0.0609701011007674
Population growth (annual %),SP.POP.GROW,Monaco,MCO,0.423111415291069
Population growth (annual %),SP.POP.GROW,Mongolia,MNG,1.89161420109324
Population growth (annual %),SP.POP.GROW,Montenegro,MNE,0.0970220113323688
Population growth (annual %),SP.POP.GROW,Morocco,MAR,1.44790425119677
Population growth (annual %),SP.POP.GROW,Mozambique,MOZ,2.90069572870848
Population growth (annual %),SP.POP.GROW,Myanmar,MMR,0.920921765027
Population growth (annual %),SP.POP.GROW,Namibia,NAM,2.3242373421871
Population growth (annual %),SP.POP.GROW,Nauru,NRU,9.10923095078517
Population growth (annual %),SP.POP.GROW,Nepal,NPL,1.20029747230758
Population growth (annual %),SP.POP.GROW,Netherlands,NLD,0.359828172726548
Population growth (annual %),SP.POP.GROW,New Caledonia,NCL,1.88329483330922
Population growth (annual %),SP.POP.GROW,New Zealand,NZL,1.51033948544577
Population growth (annual %),SP.POP.GROW,Nicaragua,NIC,1.14134116727036
Population growth (annual %),SP.POP.GROW,Niger,NER,3.84268093441677
Population growth (annual %),SP.POP.GROW,Nigeria,NGA,2.65955070115917
Population growth (annual %),SP.POP.GROW,Northern Mariana Islands,MNP,0.796288215489398
Population growth (annual %),SP.POP.GROW,Norway,NOR,1.12773667734928
Population growth (annual %),SP.POP.GROW,Oman,OMN,6.50465955097181
Population growth (annual %),SP.POP.GROW,Pakistan,PAK,2.08779242867002
Population growth (annual %),SP.POP.GROW,Palau,PLW,0.828300065770022
Population growth (annual %),SP.POP.GROW,Panama,PAN,1.69263169424324
Population growth (annual %),SP.POP.GROW,Papua New Guinea,PNG,2.12300259824567
Population growth (annual %),SP.POP.GROW,Paraguay,PRY,1.33420075039613
Population growth (annual %),SP.POP.GROW,Peru,PER,1.32482977815291
Population growth (annual %),SP.POP.GROW,Philippines,PHL,1.63281924948264
Population growth (annual %),SP.POP.GROW,Poland,POL,-0.0748462292920506
Population growth (annual %),SP.POP.GROW,Portugal,PRT,-0.539190466792077
Population growth (annual %),SP.POP.GROW,Puerto Rico,PRI,-1.6331283312239
Population growth (annual %),SP.POP.GROW,Qatar,QAT,5.36123596355156
Population growth (annual %),SP.POP.GROW,Romania,ROU,-0.374575497762261
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,0.217700100552035
Population growth (annual %),SP.POP.GROW,Rwanda,RWA,2.5007965300158
Population growth (annual %),SP.POP.GROW,Samoa,WSM,0.800428242355048
Population growth (annual %),SP.POP.GROW,San Marino,SMR,1.08991226700701
Population growth (annual %),SP.POP.GROW,Sao Tome and Principe,STP,2.23158997218063
Population growth (annual %),SP.POP.GROW,Saudi Arabia,SAU,2.74137581980351
Population growth (annual %),SP.POP.GROW,Senegal,SEN,2.97087779692571
Population growth (annual %),SP.POP.GROW,Serbia,SRB,-0.469489291237153
Population growth (annual %),SP.POP.GROW,Seychelles,SYC,1.55539570911507
Population growth (annual %),SP.POP.GROW,Sierra Leone,SLE,2.24393810839476
Population growth (annual %),SP.POP.GROW,Singapore,SGP,1.29844017799226
Population growth (annual %),SP.POP.GROW,Sint Maarten (Dutch part),SXM,2.90226583447676
Population growth (annual %),SP.POP.GROW,Slovak Republic,SVK,0.0970454215834878
Population growth (annual %),SP.POP.GROW,Slovenia,SVN,0.0983519219451147
Population growth (annual %),SP.POP.GROW,Solomon Islands,SLB,2.10557753043035
Population growth (annual %),SP.POP.GROW,Somalia,SOM,2.85828597763128
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,1.55370574363623
Population growth (annual %),SP.POP.GROW,South Sudan,SSD,3.11346113549839
Population growth (annual %),SP.POP.GROW,Spain,ESP,-0.298951059088036
Population growth (annual %),SP.POP.GROW,Sri Lanka,LKA,0.899512787210326
Population growth (annual %),SP.POP.GROW,St. Kitts and Nevis,KNA,1.06634751599625
Population growth (annual %),SP.POP.GROW,St. Lucia,LCA,0.432287561716184
Population growth (annual %),SP.POP.GROW,St. Martin (French part),MAF,0.847219769659737
Population growth (annual %),SP.POP.GROW,St. Vincent and the Grenadines,VCT,0.0338398645976295
Population growth (annual %),SP.POP.GROW,Sudan,SDN,2.38118455988502
Population growth (annual %),SP.POP.GROW,Suriname,SUR,0.988207603930652
Population growth (annual %),SP.POP.GROW,Swaziland,SWZ,1.84228953374853
Population growth (annual %),SP.POP.GROW,Sweden,SWE,0.992219728591882
Population growth (annual %),SP.POP.GROW,Switzerland,CHE,1.22010397343287
Population growth (annual %),SP.POP.GROW,Syrian Arab Republic,SYR,-3.10722942472029
Population growth (annual %),SP.POP.GROW,Tajikistan,TJK,2.23624561579731
